Gene_set	Term	Overlap	P-value	Adjusted P-value	Old P-value	Old Adjusted P-value	Odds Ratio	Combined Score	Genes
KEGG_2019_Human	p53 signaling pathway	11/72	8.495132e-04	3.137535e-03	0	0	3.453215e+00	2.441715e+01	CDKN1A;CCNB1;CCND1;CDK4;IGFBP3;PERP;SERPINE1;CYCS;SFN;THBS1;BCL2L1
KEGG_2019_Human	Hypertrophic cardiomyopathy (HCM)	12/85	1.033707e-03	3.767591e-03	0	0	3.149077e+00	2.164865e+01	ITGB1;IL6;TPM4;ITGB4;ITGA3;TPM2;TPM1;LMNA;ITGB7;ITGA6;ACTB;ACTG1
KEGG_2019_Human	Spliceosome	16/134	1.080854e-03	3.888268e-03	0	0	2.601902e+00	1.777100e+01	HSPA8;SF3B5;DDX5;HNRNPA3;SF3B6;SRSF1;HNRNPU;HNRNPK;SNRPD2;PCBP1;SNRPG;SRSF2;SNRPE;SNRPC;HNRNPA1;SNRPB
KEGG_2019_Human	Hippo signaling pathway	18/160	1.098449e-03	3.900904e-03	0	0	2.434268e+00	1.658675e+01	YWHAE;YAP1;YWHAB;SERPINE1;AFP;AREG;YWHAZ;ACTB;ACTG1;BMP4;CCND1;YWHAQ;CDH1;MYC;ID2;ID1;CTNNB1;YWHAG
KEGG_2019_Human	Autoimmune thyroid disease	9/53	1.146550e-03	3.974171e-03	0	0	3.912577e+00	2.649205e+01	HLA-DRB5;PRF1;HLA-B;HLA-C;GZMB;HLA-DRA;HLA-A;HLA-DRB1;HLA-E
KEGG_2019_Human	Colorectal cancer	12/86	1.147775e-03	3.974171e-03	0	0	3.106357e+00	2.102982e+01	CDKN1A;JUN;CCND1;MYC;RAC2;CYCS;CTNNB1;RAC1;FOS;AREG;RHOA;EGFR
KEGG_2019_Human	Measles	16/138	1.478529e-03	5.056203e-03	0	0	2.516060e+00	1.639643e+01	HSPA8;JUN;STAT1;MSN;FOS;CD3D;NFKBIA;IL1A;IL6;CCND1;IRAK1;CDK4;IL1B;IL2RB;CYCS;BCL2L1
KEGG_2019_Human	Chagas disease (American trypanosomiasis)	13/103	1.861839e-03	6.289384e-03	0	0	2.767421e+00	1.739653e+01	JUN;CXCL8;SERPINE1;FOS;CD3D;C3;NFKBIA;IL6;IRAK1;IL1B;GNAS;CCL3;CALR
KEGG_2019_Human	Dilated cardiomyopathy (DCM)	12/91	1.885969e-03	6.294139e-03	0	0	2.908984e+00	1.824897e+01	ITGB1;TPM4;ITGB4;ITGA3;TPM2;TPM1;LMNA;GNAS;ITGB7;ITGA6;ACTB;ACTG1
KEGG_2019_Human	Epithelial cell signaling in Helicobacter pylori infection	10/68	1.940012e-03	6.397421e-03	0	0	3.298851e+00	2.060152e+01	NFKBIA;ATP6V1G1;JUN;CXCL8;ATP6V0E1;CXCL1;RAC1;MET;EGFR;ATP6V1F
KEGG_2019_Human	Steroid biosynthesis	5/19	1.999022e-03	6.514460e-03	0	0	6.814788e+00	4.235457e+01	SQLE;CYP24A1;DHCR24;DHCR7;FDFT1
KEGG_2019_Human	Influenza A	18/171	2.326756e-03	7.494318e-03	0	0	2.257937e+00	1.369050e+01	HSPA8;HLA-DRB5;JUN;CXCL8;STAT1;ACTB;ACTG1;NFKBIA;IL1A;IL6;IL1B;HLA-DRA;CYCS;VDAC1;KPNA2;PRSS2;HLA-DRB1;SLC25A6
KEGG_2019_Human	Intestinal immune network for IgA production	8/48	2.412859e-03	7.682321e-03	0	0	3.822581e+00	2.303848e+01	PIGR;HLA-DRB5;IL6;CXCR4;TNFRSF17;HLA-DRA;ITGB7;HLA-DRB1
KEGG_2019_Human	Endocytosis	23/244	2.711321e-03	8.534498e-03	0	0	2.000384e+00	1.182291e+01	HSPA8;ARF1;TFRC;ARPC1B;CAV1;ARPC1A;HLA-B;HLA-C;CXCR4;HLA-A;RHOA;EGFR;HLA-E;SNX3;EHD2;UBB;ARPC3;IL2RB;AP2S1;CHMP4B;AP2M1;FGFR2;RAB7A
KEGG_2019_Human	Necroptosis	17/162	3.132759e-03	9.676976e-03	0	0	2.248816e+00	1.296632e+01	PYGB;HSP90AA1;HSP90AB1;PARP1;STAT1;HMGB1;IL1A;FTH1;IL1B;CAPN2;CHMP4B;VDAC1;SLC25A5;PPIA;SQSTM1;FTL;SLC25A6
KEGG_2019_Human	Cholesterol metabolism	8/50	3.144144e-03	9.676976e-03	0	0	3.640169e+00	2.097543e+01	NPC2;APOH;APOA2;TSPO;APOA1;VDAC1;APOE;APOB
KEGG_2019_Human	Chemokine signaling pathway	19/190	3.197827e-03	9.734044e-03	0	0	2.132631e+00	1.225257e+01	CXCL6;CXCL8;CCL22;SHC1;STAT1;CXCR4;CXCL1;GNG12;CXCL14;CXCL5;RHOA;NFKBIA;GNB2;RAC2;CCL3;CCR7;RAC1;CCL17;CCL26
KEGG_2019_Human	Rap1 signaling pathway	20/206	3.556666e-03	1.070188e-02	0	0	2.064297e+00	1.164043e+01	ITGB1;CALML5;THBS1;ACTB;RHOA;EGFR;ACTG1;CDH1;ID1;RAC2;GNAS;CTNNB1;CALM3;RAC1;PFN1;CALM2;MET;FGFR2;EPHA2;PFN2
KEGG_2019_Human	NOD-like receptor signaling pathway	18/178	3.593050e-03	1.070188e-02	0	0	2.158350e+00	1.214882e+01	JUN;HSP90AA1;CXCL8;HSP90AB1;STAT1;DEFA5;CYBA;CXCL1;TXN;RHOA;NFKBIA;IL6;IL1B;NAMPT;TXNIP;VDAC1;BCL2L1;CTSB
KEGG_2019_Human	PPAR signaling pathway	10/74	3.663344e-03	1.079517e-02	0	0	2.988636e+00	1.676439e+01	FABP1;FABP4;FABP5;MMP1;SCD;FABP7;UBC;APOA2;APOA1;DBI
KEGG_2019_Human	Osteoclast differentiation	14/127	4.507997e-03	1.312106e-02	0	0	2.373207e+00	1.281983e+01	JUN;JUND;STAT1;CYBA;TNFRSF11B;FOS;FOSL1;NFKBIA;IL1A;CTSK;IL1B;RAC1;JUNB;SQSTM1
KEGG_2019_Human	Hepatocellular carcinoma	17/168	4.547370e-03	1.312106e-02	0	0	2.158772e+00	1.164270e+01	NQO1;CDKN1A;SHC1;GSTO1;GSTP1;TXNRD1;IGF2;ACTB;EGFR;ACTG1;CCND1;CDK4;MYC;GSTA1;CTNNB1;MET;BCL2L1
KEGG_2019_Human	Mitophagy	9/65	4.852134e-03	1.385610e-02	0	0	3.072221e+00	1.636983e+01	JUN;UBB;CITED2;TOMM7;SQSTM1;HIF1A;RAB7A;ATF4;BCL2L1
KEGG_2019_Human	Salivary secretion	11/90	5.185478e-03	1.465691e-02	0	0	2.663872e+00	1.401701e+01	CST3;CST1;CALML5;GNAS;ATP1B3;CALM3;ATP1A1;ATP1B1;LYZ;CALM2;CST4
KEGG_2019_Human	Thyroid hormone signaling pathway	13/116	5.289145e-03	1.468849e-02	0	0	2.416472e+00	1.266739e+01	STAT1;SLC2A1;ATP1B3;ATP1A1;ATP1B1;HIF1A;ACTB;ACTG1;BMP4;CCND1;MYC;CTNNB1;PFKP
KEGG_2019_Human	Glucagon signaling pathway	12/103	5.302705e-03	1.468849e-02	0	0	2.523780e+00	1.322344e+01	LDHB;PYGB;LDHA;PKM;CALML5;PGAM1;GNAS;SLC2A1;CALM3;GCG;CALM2;ATF4
KEGG_2019_Human	Toll-like receptor signaling pathway	12/104	5.729229e-03	1.571284e-02	0	0	2.496215e+00	1.288590e+01	NFKBIA;JUN;IL6;CXCL8;IRAK1;STAT1;CTSK;IL1B;SPP1;CCL3;RAC1;FOS
KEGG_2019_Human	Neurotrophin signaling pathway	13/119	6.549911e-03	1.778750e-02	0	0	2.347709e+00	1.180499e+01	YWHAE;JUN;CALML5;SHC1;RHOA;NFKBIA;IRAK1;ARHGDIA;ARHGDIB;CALM3;RAC1;CALM2;ATF4
KEGG_2019_Human	Parathyroid hormone synthesis, secretion and action	12/106	6.663703e-03	1.792083e-02	0	0	2.442846e+00	1.224130e+01	SLC34A2;SLC9A3R1;EGR1;CDKN1A;MMP14;JUND;CYP24A1;GNAS;FOS;RHOA;EGFR;ATF4
KEGG_2019_Human	Tyrosine metabolism	6/36	8.276695e-03	2.204466e-02	0	0	3.816901e+00	1.829941e+01	ALDH1A3;ALDH3A1;DCT;TYRP1;MIF;TYR
KEGG_2019_Human	Folate biosynthesis	5/26	8.463013e-03	2.232623e-02	0	0	4.541517e+00	2.167235e+01	AKR1B10;AKR1C3;AKR1B1;GGH;PCBD1
KEGG_2019_Human	TNF signaling pathway	12/110	8.890717e-03	2.323329e-02	0	0	2.342642e+00	1.106371e+01	NFKBIA;JUN;IL6;MMP14;CEBPB;IL1B;MMP3;CXCL1;FOS;JUNB;CXCL5;ATF4
KEGG_2019_Human	Platelet activation	13/124	9.170400e-03	2.374019e-02	0	0	2.241363e+00	1.051597e+01	ITGB1;FGB;FGA;ACTB;MYL12A;RHOA;ACTG1;MYL12B;COL1A1;VAMP8;COL3A1;COL1A2;GNAS
KEGG_2019_Human	Endocrine and other factor-regulated calcium reabsorption	7/48	9.381035e-03	2.406062e-02	0	0	3.259720e+00	1.521985e+01	AP2S1;GNAS;ATP1B3;KLK2;ATP1A1;ATP1B1;AP2M1
KEGG_2019_Human	African trypanosomiasis	6/37	9.470380e-03	2.406693e-02	0	0	3.693581e+00	1.721056e+01	IL6;IL1B;HBB;APOA1;HBA2;APOL1
KEGG_2019_Human	Oxytocin signaling pathway	15/153	9.807981e-03	2.469828e-02	0	0	2.081439e+00	9.625737e+00	JUN;CDKN1A;CALML5;FOS;EEF2;ACTB;RHOA;EGFR;ACTG1;MYL6;CCND1;GNAS;CALM3;MYL9;CALM2
KEGG_2019_Human	cAMP signaling pathway	19/212	1.019499e-02	2.544156e-02	0	0	1.887326e+00	8.655007e+00	JUN;CALML5;GCG;ATP1B3;FOS;ATP1A1;ATP1B1;RHOA;NFKBIA;SST;NPY;PPP1R1B;RAC2;GNAS;CALM3;RAC1;VIP;MYL9;CALM2
KEGG_2019_Human	Pyruvate metabolism	6/39	1.221684e-02	2.997634e-02	0	0	3.469362e+00	1.528233e+01	LDHB;FH;LDHA;PKM;MDH2;GLO1
KEGG_2019_Human	Pancreatic cancer	9/75	1.226498e-02	2.997634e-02	0	0	2.605357e+00	1.146620e+01	CDKN1A;CCND1;STAT1;CDK4;ERBB2;RAC2;RAC1;EGFR;BCL2L1
KEGG_2019_Human	Gap junction	10/88	1.233684e-02	2.997634e-02	0	0	2.450401e+00	1.076992e+01	TUBA1C;TUBB6;GJA1;TUBA1B;TUBB2B;TUBA1A;TUBB;GNAS;TUBB4B;EGFR
KEGG_2019_Human	Cytokine-cytokine receptor interaction	24/294	1.288175e-02	3.102823e-02	0	0	1.705829e+00	7.423670e+00	CXCL6;CCL22;CXCL8;TNFRSF12A;GDF15;CD70;IL24;CXCR4;TNFRSF11B;CXCL1;CXCL14;CXCL5;BMP4;IL1A;IL6;IL1B;IL2RB;CCL3;TNFRSF17;CCR7;IL13RA2;CCL17;TNFRSF21;CCL26
KEGG_2019_Human	MAPK signaling pathway	24/295	1.338234e-02	3.195610e-02	0	0	1.699443e+00	7.331092e+00	HSPA8;JUN;JUND;DUSP1;IGF2;HSPB1;FOS;GNG12;AREG;EGFR;IL1A;IRAK1;MYC;DDIT3;IL1B;STMN1;ERBB2;RAC2;FLNA;RAC1;MET;FGFR2;EPHA2;ATF4
KEGG_2019_Human	C-type lectin receptor signaling pathway	11/104	1.484816e-02	3.515334e-02	0	0	2.261185e+00	9.519315e+00	NFKBIA;JUN;IL6;CCL22;CALML5;STAT1;IL1B;CALM3;CALM2;CCL17;RHOA
KEGG_2019_Human	Inflammatory bowel disease (IBD)	8/65	1.536146e-02	3.561304e-02	0	0	2.680108e+00	1.119184e+01	IL1A;JUN;HLA-DRB5;IL6;STAT1;IL1B;HLA-DRA;HLA-DRB1
KEGG_2019_Human	MicroRNAs in cancer	24/299	1.554230e-02	3.561304e-02	0	0	1.674367e+00	6.972381e+00	ST14;CDKN1A;SHC1;TPM1;TNC;THBS1;RHOA;EGFR;MARCKS;HNRNPK;CYP24A1;CCND1;PLAU;MYC;STMN1;DDIT4;ERBB2;PIM1;FSCN1;VIM;EZR;MET;CD44;MCL1
KEGG_2019_Human	Citrate cycle (TCA cycle)	5/30	1.555660e-02	3.561304e-02	0	0	3.814070e+00	1.587901e+01	ACLY;FH;MDH2;IDH1;IDH2
KEGG_2019_Human	Pentose phosphate pathway	5/30	1.555660e-02	3.561304e-02	0	0	3.814070e+00	1.587901e+01	G6PD;TALDO1;PGD;ALDOA;PFKP
KEGG_2019_Human	Hepatitis B	15/163	1.680077e-02	3.814601e-02	0	0	1.939772e+00	7.926551e+00	JUN;CDKN1A;CXCL8;PCNA;YWHAB;STAT1;FOS;YWHAZ;NFKBIA;IL6;IRAK1;YWHAQ;MYC;CYCS;ATF4
KEGG_2019_Human	GnRH signaling pathway	10/93	1.769786e-02	3.985616e-02	0	0	2.302178e+00	9.287705e+00	EGR1;MMP14;JUN;CALML5;MMP2;GNAS;CALM3;CALM2;EGFR;ATF4
KEGG_2019_Human	RNA transport	15/165	1.857123e-02	4.148573e-02	0	0	1.913706e+00	7.628301e+00	EIF4A2;PABPC4;EIF2S2;EIF1;EEF1A1;EIF2S3;EIF3I;EEF1A2;EIF4EBP1;STRAP;EIF3E;PABPC1;EIF4G2;EIF4B;RAN
KEGG_2019_Human	Amphetamine addiction	8/68	1.975670e-02	4.364643e-02	0	0	2.545699e+00	9.989991e+00	JUN;CALML5;PPP1R1B;GNAS;CALM3;FOS;CALM2;ATF4
KEGG_2019_Human	Apelin signaling pathway	13/137	1.985361e-02	4.364643e-02	0	0	2.005000e+00	7.858337e+00	EGR1;CALML5;SERPINE1;RPS6;PLAT;GNG12;ACTA2;CCND1;CDH1;GNB2;SPP1;CALM3;CALM2
KEGG_2019_Human	Fructose and mannose metabolism	5/33	2.292040e-02	4.999175e-02	0	0	3.404882e+00	1.285591e+01	TPI1;AKR1B10;AKR1B1;ALDOA;PFKP
KEGG_2019_Human	B cell receptor signaling pathway	8/71	2.498028e-02	5.365297e-02	0	0	2.424091e+00	8.944093e+00	CD79B;NFKBIA;CD79A;IFITM1;JUN;RAC2;RAC1;FOS
KEGG_2019_Human	Endometrial cancer	7/58	2.498640e-02	5.365297e-02	0	0	2.619177e+00	9.663255e+00	CDKN1A;CCND1;CDH1;MYC;ERBB2;CTNNB1;EGFR
KEGG_2019_Human	Proximal tubule bicarbonate reclamation	4/23	2.573489e-02	5.483512e-02	0	0	4.012048e+00	1.468373e+01	CA2;ATP1B3;ATP1A1;ATP1B1
KEGG_2019_Human	Cysteine and methionine metabolism	6/47	2.876341e-02	6.082034e-02	0	0	2.791235e+00	9.905120e+00	LDHB;LDHA;AHCY;MAT2A;MDH2;SMS
KEGG_2019_Human	Metabolism of xenobiotics by cytochrome P450	8/74	3.109885e-02	6.526046e-02	0	0	2.313539e+00	8.029331e+00	ALDH1A3;ALDH3A1;GSTO1;GSTP1;AKR1C1;EPHX1;GSTA1;CYP1A1
KEGG_2019_Human	Vascular smooth muscle contraction	12/132	3.290366e-02	6.852867e-02	0	0	1.910931e+00	6.524247e+00	NPPB;ACTA2;MYL6;CALCA;CALML5;CALD1;PLA2G2A;GNAS;CALM3;MYL9;CALM2;RHOA
KEGG_2019_Human	Glioma	8/75	3.334767e-02	6.893511e-02	0	0	2.278888e+00	7.749967e+00	CDKN1A;CALML5;CCND1;SHC1;CDK4;CALM3;CALM2;EGFR
KEGG_2019_Human	Thyroid cancer	5/37	3.578301e-02	7.342143e-02	0	0	2.978643e+00	9.919722e+00	CDKN1A;CCND1;CDH1;MYC;CTNNB1
KEGG_2019_Human	Gastric cancer	13/149	3.622654e-02	7.378494e-02	0	0	1.826927e+00	6.061675e+00	CDKN1A;JUP;SHC1;REG4;EGFR;CCND1;CDH1;MYC;ERBB2;CTNNB1;CDH17;MET;FGFR2
KEGG_2019_Human	Arachidonic acid metabolism	7/63	3.719593e-02	7.520637e-02	0	0	2.384693e+00	7.849350e+00	GPX2;GPX1;GPX3;PTGES3;PLA2G2A;AKR1C3;PTGES
KEGG_2019_Human	N-Glycan biosynthesis	6/50	3.757690e-02	7.542610e-02	0	0	2.600512e+00	8.533231e+00	GANAB;RPN2;DAD1;RPN1;STT3B;DDOST
KEGG_2019_Human	Th1 and Th2 cell differentiation	9/92	4.039488e-02	8.049914e-02	0	0	2.069870e+00	6.642320e+00	NFKBIA;JUN;HLA-DRB5;STAT1;IL2RB;HLA-DRA;FOS;CD3D;HLA-DRB1
KEGG_2019_Human	Mineral absorption	6/51	4.085784e-02	8.084016e-02	0	0	2.542589e+00	8.130326e+00	SLC34A2;FTH1;ATP1B3;ATP1A1;ATP1B1;FTL
KEGG_2019_Human	RNA degradation	8/79	4.344084e-02	8.497414e-02	0	0	2.150045e+00	6.743306e+00	HSPA9;BTG2;PABPC4;ENO1;PABPC1;TOB1;PFKP;HSPD1
KEGG_2019_Human	Collecting duct acid secretion	4/27	4.362093e-02	8.497414e-02	0	0	3.313602e+00	1.037893e+01	ATP6V1G1;ATP6V0E1;CA2;ATP6V1F
KEGG_2019_Human	Drug metabolism	10/108	4.386751e-02	8.497414e-02	0	0	1.948258e+00	6.091387e+00	ALDH3A1;ALDH1A3;GSTO1;GSTP1;IMPDH2;GSTA1;NME2;TK1;MPO;CES1
KEGG_2019_Human	Acute myeloid leukemia	7/66	4.613161e-02	8.873927e-02	0	0	2.263079e+00	6.961812e+00	CCND1;JUP;MYC;PIM1;EIF4EBP1;PIM2;MPO
KEGG_2019_Human	Phenylalanine metabolism	3/17	5.017801e-02	9.585729e-02	0	0	4.080671e+00	1.221009e+01	ALDH1A3;ALDH3A1;MIF
KEGG_2019_Human	Chemical carcinogenesis	8/82	5.220787e-02	9.905192e-02	0	0	2.062554e+00	6.089738e+00	ALDH1A3;ALDH3A1;GSTO1;GSTP1;EPHX1;GSTA1;CYP1A1;AKR1C2
KEGG_2019_Human	Staphylococcus aureus infection	7/68	5.279048e-02	9.947593e-02	0	0	2.188648e+00	6.437744e+00	C3;HLA-DRB5;SELPLG;DEFA5;HLA-DRA;DEFB1;HLA-DRB1
KEGG_2019_Human	Wnt signaling pathway	13/158	5.362249e-02	1.003610e-01	0	0	1.712714e+00	5.011034e+00	JUN;MMP7;DKK1;RHOA;DKK4;FOSL1;SFRP1;CCND1;MYC;RAC2;CTNNB1;RAC1;NOTUM
KEGG_2019_Human	Renal cell carcinoma	7/69	5.633429e-02	1.042527e-01	0	0	2.153234e+00	6.193674e+00	CDKN1A;FH;JUN;SLC2A1;RAC1;MET;HIF1A
KEGG_2019_Human	Pancreatic secretion	9/98	5.645452e-02	1.042527e-01	0	0	1.929716e+00	5.546620e+00	CA2;PLA2G2A;GNAS;ATP1B3;RAC1;ATP1A1;ATP1B1;PRSS2;RHOA
KEGG_2019_Human	ErbB signaling pathway	8/85	6.203750e-02	1.138039e-01	0	0	1.981881e+00	5.509661e+00	CDKN1A;JUN;SHC1;MYC;ERBB2;EIF4EBP1;AREG;EGFR
KEGG_2019_Human	JAK-STAT signaling pathway	13/162	6.292567e-02	1.146738e-01	0	0	1.666381e+00	4.608879e+00	CDKN1A;STAT1;IL24;EGFR;GFAP;IL6;CCND1;MYC;IL2RB;PIM1;IL13RA2;MCL1;BCL2L1
KEGG_2019_Human	beta-Alanine metabolism	4/31	6.697580e-02	1.209853e-01	0	0	2.822103e+00	7.629341e+00	ALDH1A3;ALDH3A1;ECHS1;SMS
KEGG_2019_Human	Vasopressin-regulated water reabsorption	5/44	6.726261e-02	1.209853e-01	0	0	2.443113e+00	6.594330e+00	ARHGDIA;ARHGDIB;GNAS;DYNLL1;AQP3
KEGG_2019_Human	Bile secretion	7/72	6.783286e-02	1.212239e-01	0	0	2.053529e+00	5.525447e+00	CA2;EPHX1;SLC2A1;GNAS;ATP1B3;ATP1A1;ATP1B1
KEGG_2019_Human	cGMP-PKG signaling pathway	13/166	7.324516e-02	1.300571e-01	0	0	1.622471e+00	4.241047e+00	CALML5;ATP1B3;ATP1A1;ATP1B1;RHOA;NPPB;VDAC1;CALM3;SLC25A5;MYL9;CALM2;ATF4;SLC25A6
KEGG_2019_Human	Base excision repair	4/33	8.064707e-02	1.417112e-01	0	0	2.627198e+00	6.614426e+00	PCNA;PARP1;APEX1;HMGB1
KEGG_2019_Human	TGF-beta signaling pathway	8/90	8.083164e-02	1.417112e-01	0	0	1.860543e+00	4.679985e+00	BMP4;MYC;FST;ID2;ID1;ID3;THBS1;RHOA
KEGG_2019_Human	Fc gamma R-mediated phagocytosis	8/91	8.495438e-02	1.474977e-01	0	0	1.838030e+00	4.531921e+00	MARCKSL1;MARCKS;ARPC3;ARPC1B;ARPC1A;CFL1;RAC2;RAC1
KEGG_2019_Human	Chronic myeloid leukemia	7/76	8.519721e-02	1.474977e-01	0	0	1.934075e+00	4.763213e+00	NFKBIA;CDKN1A;CCND1;SHC1;CDK4;MYC;BCL2L1
KEGG_2019_Human	Oocyte meiosis	10/125	9.606147e-02	1.652735e-01	0	0	1.658762e+00	3.886092e+00	CDC20;YWHAE;CCNB1;CALML5;YWHAQ;YWHAB;CALM3;CALM2;YWHAZ;YWHAG
KEGG_2019_Human	Renin-angiotensin system	3/23	1.050666e-01	1.796509e-01	0	0	2.855567e+00	6.434051e+00	ANPEP;CTSG;KLK2
KEGG_2019_Human	Amyotrophic lateral sclerosis (ALS)	5/51	1.101545e-01	1.871950e-01	0	0	2.070570e+00	4.567412e+00	GPX1;CYCS;RAC1;SOD1;BCL2L1
KEGG_2019_Human	Adrenergic signaling in cardiomyocytes	11/145	1.108548e-01	1.872364e-01	0	0	1.565927e+00	3.444309e+00	CALML5;TPM4;TPM2;TPM1;GNAS;ATP1B3;CALM3;ATP1A1;ATP1B1;CALM2;ATF4
KEGG_2019_Human	Aldosterone-regulated sodium reabsorption	4/37	1.117078e-01	1.875338e-01	0	0	2.308263e+00	5.059409e+00	SFN;ATP1B3;ATP1A1;ATP1B1
KEGG_2019_Human	Aldosterone synthesis and secretion	8/98	1.171692e-01	1.955173e-01	0	0	1.694444e+00	3.633120e+00	CALML5;GNAS;ATP1B3;CALM3;ATP1A1;ATP1B1;CALM2;ATF4
KEGG_2019_Human	Ras signaling pathway	16/232	1.211191e-01	2.008982e-01	0	0	1.414032e+00	2.984994e+00	CALML5;SHC1;PLA2G2A;IGF2;GNG12;RHOA;EGFR;GNB2;RAC2;CALM3;RAC1;CALM2;MET;FGFR2;EPHA2;BCL2L1
KEGG_2019_Human	Melanogenesis	8/101	1.327238e-01	2.188362e-01	0	0	1.639525e+00	3.310996e+00	CALML5;DCT;TYRP1;GNAS;CTNNB1;CALM3;TYR;CALM2
KEGG_2019_Human	Non-homologous end-joining	2/13	1.353790e-01	2.218934e-01	0	0	3.459464e+00	6.917812e+00	XRCC6;DNTT
KEGG_2019_Human	Insulin secretion	7/86	1.385007e-01	2.256748e-01	0	0	1.688363e+00	3.337690e+00	SLC2A1;GNAS;ATP1B3;GCG;ATP1A1;ATP1B1;ATF4
KEGG_2019_Human	Fat digestion and absorption	4/41	1.472148e-01	2.384707e-01	0	0	2.058287e+00	3.943395e+00	FABP1;PLA2G2A;APOA1;APOB
KEGG_2019_Human	Melanoma	6/72	1.504980e-01	2.423718e-01	0	0	1.731663e+00	3.279432e+00	CDKN1A;CCND1;CDH1;CDK4;MET;EGFR
KEGG_2019_Human	Phototransduction	3/28	1.625534e-01	2.602734e-01	0	0	2.283852e+00	4.149184e+00	CALML5;CALM3;CALM2
KEGG_2019_Human	Autophagy	9/128	1.912305e-01	3.044302e-01	0	0	1.440943e+00	2.383718e+00	VAMP8;CTSL;DDIT4;HMGB1;HIF1A;CTSD;BCL2L1;CTSB;RAB7A
KEGG_2019_Human	NF-kappa B signaling pathway	7/95	1.973110e-01	3.123151e-01	0	0	1.514968e+00	2.458755e+00	NFKBIA;CXCL8;PARP1;IRAK1;PLAU;IL1B;BCL2L1
KEGG_2019_Human	Asthma	3/31	2.006520e-01	3.131406e-01	0	0	2.038831e+00	3.274736e+00	HLA-DRB5;HLA-DRA;HLA-DRB1
KEGG_2019_Human	Galactose metabolism	3/31	2.006520e-01	3.131406e-01	0	0	2.038831e+00	3.274736e+00	AKR1B10;AKR1B1;PFKP
KEGG_2019_Human	Breast cancer	10/147	2.012239e-01	3.131406e-01	0	0	1.390769e+00	2.229872e+00	JUN;CDKN1A;CCND1;SHC1;CDK4;MYC;ERBB2;CTNNB1;FOS;EGFR
KEGG_2019_Human	Nitrogen metabolism	2/17	2.077399e-01	3.202434e-01	0	0	2.536406e+00	3.985883e+00	CA1;CA2
KEGG_2019_Human	Dopaminergic synapse	9/131	2.092565e-01	3.202434e-01	0	0	1.405287e+00	2.198142e+00	CALML5;GNB2;PPP1R1B;GNAS;CALM3;FOS;GNG12;CALM2;ATF4
KEGG_2019_Human	Natural killer cell mediated cytotoxicity	9/131	2.092565e-01	3.202434e-01	0	0	1.405287e+00	2.198142e+00	SHC1;PRF1;HLA-B;RAC2;HLA-C;GZMB;HLA-A;RAC1;HLA-E
KEGG_2019_Human	Circadian entrainment	7/97	2.115536e-01	3.219800e-01	0	0	1.481146e+00	2.300629e+00	CALML5;GNB2;GNAS;CALM3;FOS;GNG12;CALM2
KEGG_2019_Human	Propanoate metabolism	3/32	2.137901e-01	3.236058e-01	0	0	1.968423e+00	3.036805e+00	LDHB;LDHA;ECHS1
KEGG_2019_Human	Choline metabolism in cancer	7/99	2.261620e-01	3.403746e-01	0	0	1.448794e+00	2.153638e+00	JUN;EIF4EBP1;RAC2;RAC1;FOS;HIF1A;EGFR
KEGG_2019_Human	Arginine and proline metabolism	4/49	2.285548e-01	3.403746e-01	0	0	1.691656e+00	2.496848e+00	ODC1;SMS;CKB;SAT1
KEGG_2019_Human	Cocaine addiction	4/49	2.285548e-01	3.403746e-01	0	0	1.691656e+00	2.496848e+00	JUN;PPP1R1B;GNAS;ATF4
KEGG_2019_Human	mTOR signaling pathway	10/152	2.302294e-01	3.410350e-01	0	0	1.341443e+00	1.970149e+00	SLC7A5;ATP6V1G1;RPS6;DDIT4;EIF4EBP1;SLC3A2;LAMTOR4;RHOA;EIF4B;ATP6V1F
KEGG_2019_Human	Non-small cell lung cancer	5/66	2.338194e-01	3.445105e-01	0	0	1.560178e+00	2.267260e+00	CDKN1A;CCND1;CDK4;ERBB2;EGFR
KEGG_2019_Human	Insulin signaling pathway	9/137	2.472047e-01	3.623053e-01	0	0	1.338988e+00	1.871288e+00	PYGB;CALML5;SHC1;FASN;RPS6;EIF4EBP1;FLOT1;CALM3;CALM2
KEGG_2019_Human	Renin secretion	5/69	2.622260e-01	3.822263e-01	0	0	1.486809e+00	1.990166e+00	CALML5;GNAS;CALM3;CALM2;CTSB
KEGG_2019_Human	One carbon pool by folate	2/20	2.641504e-01	3.822263e-01	0	0	2.113338e+00	2.813353e+00	SHMT2;TYMS
KEGG_2019_Human	Vitamin B6 metabolism	1/6	2.649367e-01	3.822263e-01	0	0	3.802803e+00	5.051128e+00	PSAT1
KEGG_2019_Human	DNA replication	3/36	2.678594e-01	3.844407e-01	0	0	1.729461e+00	2.278207e+00	PCNA;MCM7;MCM3
KEGG_2019_Human	Primary immunodeficiency	3/37	2.816375e-01	4.021319e-01	0	0	1.678506e+00	2.126893e+00	CD79A;IGLL1;CD3D
KEGG_2019_Human	Alcoholism	11/180	2.903279e-01	4.124145e-01	0	0	1.239319e+00	1.532721e+00	CALML5;SHC1;GNB2;NPY;PPP1R1B;GNAS;CRH;CALM3;GNG12;CALM2;ATF4
