Gene_set	Term	Overlap	P-value	Adjusted P-value	Old P-value	Old Adjusted P-value	Odds Ratio	Combined Score	Genes
Reactome_2022	Prefoldin Mediated Transfer Of Substrate To CCT/TriC R-HSA-389957	3/28	3.628214e-04	3.055322e-03	0	0	2.458763e+01	1.947734e+02	TUBB;PFDN2;TUBB4B
Reactome_2022	Scavenging By Class F Receptors R-HSA-3000484	2/6	3.664322e-04	3.055322e-03	0	0	1.015102e+02	8.031180e+02	HSP90AA1;CALR
Reactome_2022	Virus Assembly And Release R-HSA-168268	2/6	3.664322e-04	3.055322e-03	0	0	1.015102e+02	8.031180e+02	CANX;CALR
Reactome_2022	HSF1 Activation R-HSA-3371511	3/29	4.032210e-04	3.269957e-03	0	0	2.364076e+01	1.847768e+02	HSP90AA1;HSP90AB1;PTGES3
Reactome_2022	Uptake And Actions Of Bacterial Toxins R-HSA-5339562	3/29	4.032210e-04	3.269957e-03	0	0	2.364076e+01	1.847768e+02	HSP90AA1;HSP90AB1;EEF2
Reactome_2022	Translation Of Structural Proteins R-HSA-9683701	3/30	4.464025e-04	3.571220e-03	0	0	2.276403e+01	1.756083e+02	GANAB;UBC;CANX
Reactome_2022	Sealing Of Nuclear Envelope (NE) By ESCRT-III R-HSA-9668328	3/31	4.924437e-04	3.844556e-03	0	0	2.194993e+01	1.671735e+02	TUBA1B;TUBB;TUBB4B
Reactome_2022	Host Interactions Of HIV Factors R-HSA-162909	5/130	4.935579e-04	3.844556e-03	0	0	8.326316e+00	6.339549e+01	NPM1;UBC;SLC25A5;PPIA;PSMA7
Reactome_2022	Aryl Hydrocarbon Receptor Signaling R-HSA-8937144	2/7	5.113328e-04	3.931286e-03	0	0	8.120408e+01	6.154043e+02	HSP90AB1;PTGES3
Reactome_2022	Innate Immune System R-HSA-168249	14/1035	6.256608e-04	4.748605e-03	0	0	3.010113e+00	2.220471e+01	ACTR2;HSP90AA1;HSP90AB1;TUBB;EEF2;TUBB4B;ILF2;RHOA;PSMA7;PKM;UBC;PPIA;FTL;RAB7A
Reactome_2022	M Phase R-HSA-68886	8/380	6.418013e-04	4.809448e-03	0	0	4.564750e+00	3.355653e+01	HSP90AA1;TUBA1B;RPS27;SET;TUBB;UBC;TUBB4B;PSMA7
Reactome_2022	HSF1-dependent Transactivation R-HSA-3371571	3/36	7.681770e-04	5.684510e-03	0	0	1.861949e+01	1.335295e+02	HSP90AA1;HSP90AB1;PTGES3
Reactome_2022	Prevention Of Phagosomal-Lysosomal Fusion R-HSA-9636383	2/9	8.708672e-04	6.364857e-03	0	0	5.799708e+01	4.086487e+02	UBC;RAB7A
Reactome_2022	HSP90 Chaperone Cycle For Steroid Hormone Receptors (SHR) In Presence Of Ligand R-HSA-3371497	3/38	9.010657e-04	6.505255e-03	0	0	1.755376e+01	1.230857e+02	HSP90AA1;HSP90AB1;PTGES3
Reactome_2022	Regulation Of PLK1 Activity At G2/M Transition R-HSA-2565942	4/87	9.530772e-04	6.797852e-03	0	0	9.948293e+00	6.919848e+01	HSP90AA1;TUBB;UBC;TUBB4B
Reactome_2022	PCP/CE Pathway R-HSA-4086400	4/88	9.946673e-04	6.927565e-03	0	0	9.829365e+00	6.795141e+01	UBC;PFN1;RHOA;PSMA7
Reactome_2022	Regulation Of mRNA Stability By Proteins That Bind AU-rich Elements R-HSA-450531	4/88	9.946673e-04	6.927565e-03	0	0	9.829365e+00	6.795141e+01	SET;UBC;PABPC1;PSMA7
Reactome_2022	Chaperonin-mediated Protein Folding R-HSA-390466	4/90	1.081649e-03	7.327317e-03	0	0	9.599806e+00	6.555965e+01	TUBA1B;TUBB;PFDN2;TUBB4B
Reactome_2022	Respiratory Electron Transport R-HSA-611105	4/90	1.081649e-03	7.327317e-03	0	0	9.599806e+00	6.555965e+01	COX8A;NDUFS5;COX6A1;COX6B1
Reactome_2022	Mitotic Anaphase R-HSA-68882	6/232	1.098549e-03	7.327317e-03	0	0	5.556581e+00	3.786123e+01	TUBA1B;RPS27;TUBB;UBC;TUBB4B;PSMA7
Reactome_2022	Mitotic Metaphase And Anaphase R-HSA-2555396	6/233	1.123093e-03	7.327317e-03	0	0	5.531821e+00	3.757030e+01	TUBA1B;RPS27;TUBB;UBC;TUBB4B;PSMA7
Reactome_2022	Binding And Uptake Of Ligands By Scavenger Receptors R-HSA-2173782	3/41	1.126327e-03	7.327317e-03	0	0	1.616549e+01	1.097442e+02	HSP90AA1;CALR;FTL
Reactome_2022	Carboxyterminal Post-Translational Modifications Of Tubulin R-HSA-8955332	3/41	1.126327e-03	7.327317e-03	0	0	1.616549e+01	1.097442e+02	TUBA1B;TUBB;TUBB4B
Reactome_2022	Cell Cycle, Mitotic R-HSA-69278	9/523	1.234080e-03	7.941038e-03	0	0	3.730149e+00	2.498241e+01	HSP90AA1;TUBA1B;RPS27;SET;HSP90AB1;TUBB;UBC;TUBB4B;PSMA7
Reactome_2022	Post-translational Protein Modification R-HSA-597592	16/1383	1.344477e-03	8.558389e-03	0	0	2.582367e+00	1.707396e+01	DDX5;NPM1;TUBB;EEF2;TUBB4B;TOMM20;RHOA;PSMA7;TUBA1B;GANAB;HNRNPK;UBC;CANX;RPS2;CALR;RAB7A
Reactome_2022	Citric Acid (TCA) Cycle And Respiratory Electron Transport R-HSA-1428517	5/163	1.365359e-03	8.565273e-03	0	0	6.576282e+00	4.337938e+01	COX8A;NDUFS5;BSG;COX6A1;COX6B1
Reactome_2022	Protein Folding R-HSA-391251	4/96	1.374495e-03	8.565273e-03	0	0	8.971014e+00	5.911602e+01	TUBA1B;TUBB;PFDN2;TUBB4B
Reactome_2022	Protein Localization R-HSA-9609507	5/164	1.402790e-03	8.650539e-03	0	0	6.534591e+00	4.292764e+01	HSPA9;CHCHD2;UBC;TOMM20;HSPD1
Reactome_2022	Potential Therapeutics For SARS R-HSA-9679191	4/97	1.428171e-03	8.716261e-03	0	0	8.874104e+00	5.813745e+01	HSP90AA1;HSP90AB1;TUBB;PTGES3
Reactome_2022	Cell Cycle R-HSA-1640170	10/654	1.605414e-03	9.698011e-03	0	0	3.322291e+00	2.137686e+01	HSP90AA1;NPM1;TUBA1B;RPS27;SET;HSP90AB1;TUBB;UBC;TUBB4B;PSMA7
Reactome_2022	Suppression Of Phagosomal Maturation R-HSA-9637687	2/13	1.862428e-03	1.108511e-02	0	0	3.689981e+01	2.319476e+02	UBC;RAB7A
Reactome_2022	Signaling By ERBB2 R-HSA-1227986	3/49	1.891209e-03	1.108511e-02	0	0	1.334872e+01	8.370368e+01	HSP90AA1;UBC;RHOA
Reactome_2022	mRNA Splicing - Minor Pathway R-HSA-72165	3/49	1.891209e-03	1.108511e-02	0	0	1.334872e+01	8.370368e+01	SNRPD2;YBX1;SNRPB
Reactome_2022	Respiratory Electron Transport, ATP Synthesis By Chemiosmotic Coupling, Heat Production By Uncoupling Proteins R-HSA-163200	4/112	2.418235e-03	1.403525e-02	0	0	7.635802e+00	4.600355e+01	COX8A;NDUFS5;COX6A1;COX6B1
Reactome_2022	AUF1 (hnRNP D0) Binds And Destabilizes mRNA R-HSA-450408	3/54	2.500595e-03	1.423416e-02	0	0	1.203699e+01	7.211635e+01	UBC;PABPC1;PSMA7
Reactome_2022	Interleukin-12 Family Signaling R-HSA-447115	3/54	2.500595e-03	1.423416e-02	0	0	1.203699e+01	7.211635e+01	HSPA9;CANX;PPIA
Reactome_2022	Sema3A PAK Dependent Axon Repulsion R-HSA-399954	2/16	2.837415e-03	1.584670e-02	0	0	2.898834e+01	1.700126e+02	HSP90AA1;HSP90AB1
Reactome_2022	TGF-beta Receptor Signaling In EMT (Epithelial To Mesenchymal Transition) R-HSA-2173791	2/16	2.837415e-03	1.584670e-02	0	0	2.898834e+01	1.700126e+02	UBC;RHOA
Reactome_2022	Cytoprotection By HMOX1 R-HSA-9707564	3/57	2.918096e-03	1.614498e-02	0	0	1.136655e+01	6.634456e+01	COX8A;COX6A1;COX6B1
Reactome_2022	Estrogen-dependent Gene Expression R-HSA-9018519	4/119	3.010786e-03	1.650357e-02	0	0	7.168478e+00	4.161699e+01	DDX5;HSP90AA1;HSP90AB1;PTGES3
Reactome_2022	Late SARS-CoV-2 Infection Events R-HSA-9772573	3/58	3.066197e-03	1.665311e-02	0	0	1.115933e+01	6.458255e+01	GANAB;CANX;UBC
Reactome_2022	Protein Methylation R-HSA-8876725	2/17	3.205288e-03	1.725028e-02	0	0	2.705442e+01	1.553723e+02	RPS2;EEF2
Reactome_2022	Immune System R-HSA-168256	19/1943	3.261750e-03	1.739600e-02	0	0	2.191576e+00	1.254785e+01	HSPA9;ACTR2;HSP90AA1;HSP90AB1;HSPA5;TUBB;EEF2;TUBB4B;ILF2;RHOA;PSMA7;PKM;UBC;CANX;CALR;PPIA;EIF4G2;FTL;RAB7A
Reactome_2022	Selective Autophagy R-HSA-9663891	3/61	3.537937e-03	1.866481e-02	0	0	1.058052e+01	5.971869e+01	HSP90AA1;UBC;TOMM20
Reactome_2022	Assembly Of HIV Virion R-HSA-175474	2/18	3.594237e-03	1.866481e-02	0	0	2.536224e+01	1.427495e+02	UBC;PPIA
Reactome_2022	Constitutive Signaling By Ligand-Responsive EGFR Cancer Variants R-HSA-1236382	2/18	3.594237e-03	1.866481e-02	0	0	2.536224e+01	1.427495e+02	HSP90AA1;UBC
Reactome_2022	Regulation Of Actin Dynamics For Phagocytic Cup Formation R-HSA-2029482	3/62	3.704472e-03	1.906998e-02	0	0	1.040066e+01	5.822515e+01	ACTR2;HSP90AA1;HSP90AB1
Reactome_2022	Autophagy R-HSA-9612973	4/128	3.909238e-03	1.995059e-02	0	0	6.645161e+00	3.684352e+01	HSP90AA1;HSP90AB1;UBC;TOMM20
Reactome_2022	Scavenging By Class A Receptors R-HSA-3000480	2/19	4.004046e-03	2.008809e-02	0	0	2.386915e+01	1.317684e+02	CALR;FTL
Reactome_2022	Nuclear Events Stimulated By ALK Signaling In Cancer R-HSA-9725371	2/19	4.004046e-03	2.008809e-02	0	0	2.386915e+01	1.317684e+02	NPM1;RPS6
Reactome_2022	Semaphorin Interactions R-HSA-373755	3/64	4.051725e-03	2.015648e-02	0	0	1.005864e+01	5.540918e+01	HSP90AA1;HSP90AB1;RHOA
Reactome_2022	Loss Of Nlp From Mitotic Centrosomes R-HSA-380259	3/69	5.004401e-03	2.468838e-02	0	0	9.294283e+00	4.923588e+01	HSP90AA1;TUBB;TUBB4B
Reactome_2022	PINK1-PRKN Mediated Mitophagy R-HSA-5205685	2/22	5.356497e-03	2.620699e-02	0	0	2.028571e+01	1.060830e+02	UBC;TOMM20
Reactome_2022	AURKA Activation By TPX2 R-HSA-8854518	3/72	5.635432e-03	2.715599e-02	0	0	8.888839e+00	4.603247e+01	HSP90AA1;TUBB;TUBB4B
Reactome_2022	Beta-catenin Independent WNT Signaling R-HSA-3858494	4/142	5.642208e-03	2.715599e-02	0	0	5.966787e+00	3.089292e+01	UBC;PFN1;RHOA;PSMA7
Reactome_2022	RHOBTB2 GTPase Cycle R-HSA-9013418	2/23	5.847620e-03	2.784661e-02	0	0	1.931876e+01	9.933165e+01	HSP90AA1;HSP90AB1
Reactome_2022	HIV Infection R-HSA-162906	5/229	5.879774e-03	2.784661e-02	0	0	4.623120e+00	2.374544e+01	NPM1;UBC;SLC25A5;PPIA;PSMA7
Reactome_2022	Nuclear Envelope (NE) Reassembly R-HSA-2995410	3/75	6.312137e-03	2.918031e-02	0	0	8.517182e+00	4.314192e+01	TUBA1B;TUBB;TUBB4B
Reactome_2022	Aggrephagy R-HSA-9646399	2/24	6.358547e-03	2.918031e-02	0	0	1.843970e+01	9.326719e+01	HSP90AA1;UBC
Reactome_2022	Signaling By EGFR In Cancer R-HSA-1643713	2/24	6.358547e-03	2.918031e-02	0	0	1.843970e+01	9.326719e+01	HSP90AA1;UBC
Reactome_2022	mTORC1-mediated Signaling R-HSA-166208	2/24	6.358547e-03	2.918031e-02	0	0	1.843970e+01	9.326719e+01	RPS6;EIF4B
Reactome_2022	Basigin Interactions R-HSA-210991	2/25	6.889074e-03	3.089645e-02	0	0	1.763709e+01	8.779423e+01	BSG;PPIA
Reactome_2022	Deadenylation Of mRNA R-HSA-429947	2/25	6.889074e-03	3.089645e-02	0	0	1.763709e+01	8.779423e+01	PABPC1;EIF4B
Reactome_2022	NOTCH3 Activation And Transmission Of Signal To Nucleus R-HSA-9013507	2/25	6.889074e-03	3.089645e-02	0	0	1.763709e+01	8.779423e+01	UBC;YBX1
Reactome_2022	Nuclear Events Mediated By NFE2L2 R-HSA-9759194	3/78	7.035336e-03	3.131518e-02	0	0	8.175258e+00	4.052320e+01	UBC;PSMA7;ATF4
Reactome_2022	Downstream Signaling Events Of B Cell Receptor (BCR) R-HSA-1168372	3/79	7.286866e-03	3.219272e-02	0	0	8.067282e+00	3.970459e+01	UBC;PPIA;PSMA7
Reactome_2022	Recruitment Of NuMA To Mitotic Centrosomes R-HSA-380320	3/80	7.543674e-03	3.308041e-02	0	0	7.962110e+00	3.891120e+01	HSP90AA1;TUBB;TUBB4B
Reactome_2022	Centrosome Maturation R-HSA-380287	3/81	7.805783e-03	3.348568e-02	0	0	7.859635e+00	3.814195e+01	HSP90AA1;TUBB;TUBB4B
Reactome_2022	DDX58/IFIH1-mediated Induction Of Interferon-Alpha/Beta R-HSA-168928	3/81	7.805783e-03	3.348568e-02	0	0	7.859635e+00	3.814195e+01	HSP90AA1;HSP90AB1;UBC
Reactome_2022	TP53 Regulates Metabolic Genes R-HSA-5628897	3/81	7.805783e-03	3.348568e-02	0	0	7.859635e+00	3.814195e+01	COX8A;COX6A1;COX6B1
Reactome_2022	Mitophagy R-HSA-5205647	2/28	8.596207e-03	3.661119e-02	0	0	1.559969e+01	7.419888e+01	UBC;TOMM20
Reactome_2022	Budding And Maturation Of HIV Virion R-HSA-162588	2/29	9.203097e-03	3.836784e-02	0	0	1.502116e+01	7.042245e+01	UBC;PPIA
Reactome_2022	Regulation Of Necroptotic Cell Death R-HSA-5675482	2/29	9.203097e-03	3.836784e-02	0	0	1.502116e+01	7.042245e+01	HSP90AA1;UBC
Reactome_2022	Downregulation Of ERBB2 Signaling R-HSA-8863795	2/29	9.203097e-03	3.836784e-02	0	0	1.502116e+01	7.042245e+01	HSP90AA1;UBC
Reactome_2022	Fcgamma Receptor (FCGR) Dependent Phagocytosis R-HSA-2029480	3/87	9.491120e-03	3.929191e-02	0	0	7.296024e+00	3.398049e+01	ACTR2;HSP90AA1;HSP90AB1
Reactome_2022	ER-Phagosome Pathway R-HSA-1236974	3/89	1.009635e-02	4.122096e-02	0	0	7.125629e+00	3.274641e+01	UBC;CALR;PSMA7
Reactome_2022	Unfolded Protein Response (UPR) R-HSA-381119	3/89	1.009635e-02	4.122096e-02	0	0	7.125629e+00	3.274641e+01	HSPA5;CALR;ATF4
Reactome_2022	RIPK1-mediated Regulated Necrosis R-HSA-5213460	2/31	1.047245e-02	4.246364e-02	0	0	1.398381e+01	6.375231e+01	HSP90AA1;UBC
Reactome_2022	Signaling By TGF-beta Receptor Complex R-HSA-170834	3/91	1.072357e-02	4.318609e-02	0	0	6.962980e+00	3.157928e+01	UBC;YBX1;RHOA
Reactome_2022	PERK Regulates Gene Expression R-HSA-381042	2/32	1.113452e-02	4.453809e-02	0	0	1.351701e+01	6.079551e+01	HSPA5;ATF4
Reactome_2022	EPHB-mediated Forward Signaling R-HSA-3928662	2/34	1.251248e-02	4.971402e-02	0	0	1.267092e+01	5.551166e+01	ACTR2;RHOA
Reactome_2022	Anchoring Of Basal Body To Plasma Membrane R-HSA-5620912	3/97	1.273855e-02	5.027480e-02	0	0	6.516561e+00	2.843255e+01	HSP90AA1;TUBB;TUBB4B
Reactome_2022	RHOBTB GTPase Cycle R-HSA-9706574	2/35	1.322798e-02	5.151951e-02	0	0	1.228633e+01	5.314356e+01	HSP90AA1;HSP90AB1
Reactome_2022	Gene And Protein Expression By JAK-STAT Signaling After Interleukin-12 Stimulation R-HSA-8950505	2/35	1.322798e-02	5.151951e-02	0	0	1.228633e+01	5.314356e+01	HSPA9;PPIA
Reactome_2022	KEAP1-NFE2L2 Pathway R-HSA-9755511	3/100	1.382176e-02	5.297988e-02	0	0	6.314061e+00	2.703372e+01	UBC;PSMA7;ATF4
Reactome_2022	RHOH GTPase Cycle R-HSA-9013407	2/36	1.396092e-02	5.297988e-02	0	0	1.192437e+01	5.093487e+01	TUBA1B;RAB7A
Reactome_2022	SMAD2/SMAD3:SMAD4 Heterotrimer Regulates Transcription R-HSA-2173796	2/36	1.396092e-02	5.297988e-02	0	0	1.192437e+01	5.093487e+01	UBC;YBX1
Reactome_2022	Transcriptional Regulation By AP-2 (TFAP2) Family Of Transcription Factors R-HSA-8864260	2/36	1.396092e-02	5.297988e-02	0	0	1.192437e+01	5.093487e+01	NPM1;HSPD1
Reactome_2022	Mitotic Prometaphase R-HSA-68877	4/186	1.421600e-02	5.360427e-02	0	0	4.514194e+00	1.920062e+01	HSP90AA1;RPS27;TUBB;TUBB4B
Reactome_2022	ESR-mediated Signaling R-HSA-8939211	4/188	1.473152e-02	5.519660e-02	0	0	4.464674e+00	1.883095e+01	DDX5;HSP90AA1;HSP90AB1;PTGES3
Reactome_2022	Antigen processing-Cross Presentation R-HSA-1236975	3/104	1.534532e-02	5.705572e-02	0	0	6.062774e+00	2.532387e+01	UBC;CALR;PSMA7
Reactome_2022	Signaling By Rho GTPases R-HSA-194315	8/644	1.542046e-02	5.705572e-02	0	0	2.633853e+00	1.098859e+01	ACTR2;HSP90AA1;TUBA1B;RPS27;HSP90AB1;PFN1;RHOA;RAB7A
Reactome_2022	Ovarian Tumor Domain Proteases R-HSA-5689896	2/39	1.626241e-02	5.979717e-02	0	0	1.095587e+01	4.512614e+01	UBC;RHOA
Reactome_2022	Signaling By B Cell Receptor (BCR) R-HSA-983705	3/109	1.737807e-02	6.350505e-02	0	0	5.775336e+00	2.340481e+01	UBC;PPIA;PSMA7
Reactome_2022	Signaling By Rho GTPases, Miro GTPases And RHOBTB3 R-HSA-9716542	8/660	1.761030e-02	6.395888e-02	0	0	2.567085e+00	1.036915e+01	ACTR2;HSP90AA1;TUBA1B;RPS27;HSP90AB1;PFN1;RHOA;RAB7A
Reactome_2022	MTOR Signaling R-HSA-165159	2/41	1.788046e-02	6.454410e-02	0	0	1.039299e+01	4.182187e+01	RPS6;EIF4B
Reactome_2022	Macroautophagy R-HSA-1632852	3/114	1.955421e-02	6.976966e-02	0	0	5.513792e+00	2.169437e+01	HSP90AA1;UBC;TOMM20
Reactome_2022	SUMOylation Of Transcription Cofactors R-HSA-3899300	2/43	1.956379e-02	6.976966e-02	0	0	9.885017e+00	3.888840e+01	DDX5;NPM1
Reactome_2022	Interleukin-12 Signaling R-HSA-9020591	2/44	2.042948e-02	7.242069e-02	0	0	9.649174e+00	3.754278e+01	HSPA9;PPIA
Reactome_2022	RHO GTPases Activate Formins R-HSA-5663220	3/119	2.187430e-02	7.662476e-02	0	0	5.274796e+00	2.016260e+01	RPS27;PFN1;RHOA
Reactome_2022	Signaling By TGFB Family Members R-HSA-9006936	3/119	2.187430e-02	7.662476e-02	0	0	5.274796e+00	2.016260e+01	UBC;YBX1;RHOA
Reactome_2022	SARS-CoV-1 Genome Replication And Transcription R-HSA-9679514	1/5	2.475353e-02	8.454162e-02	0	0	5.024242e+01	1.858360e+02	DDX5
Reactome_2022	SARS-CoV-2 Genome Replication And Transcription R-HSA-9694682	1/5	2.475353e-02	8.454162e-02	0	0	5.024242e+01	1.858360e+02	DDX5
Reactome_2022	vRNP Assembly R-HSA-192905	1/5	2.475353e-02	8.454162e-02	0	0	5.024242e+01	1.858360e+02	HSP90AA1
Reactome_2022	Platelet Degranulation R-HSA-114608	3/125	2.484876e-02	8.454162e-02	0	0	5.013858e+00	1.852594e+01	HSPA5;PFN1;PPIA
Reactome_2022	Regulation Of Activated PAK-2p34 By Proteasome Mediated Degradation R-HSA-211733	2/49	2.499119e-02	8.454162e-02	0	0	8.620495e+00	3.180301e+01	UBC;PSMA7
Reactome_2022	Signaling By NOTCH3 R-HSA-9012852	2/49	2.499119e-02	8.454162e-02	0	0	8.620495e+00	3.180301e+01	UBC;YBX1
Reactome_2022	Signaling By Interleukins R-HSA-449147	6/453	2.618735e-02	8.756877e-02	0	0	2.777810e+00	1.011811e+01	HSPA9;HSP90AA1;UBC;CANX;PPIA;PSMA7
Reactome_2022	Autodegradation Of E3 Ubiquitin Ligase COP1 R-HSA-349425	2/51	2.692148e-02	8.756877e-02	0	0	8.267805e+00	2.988672e+01	UBC;PSMA7
Reactome_2022	GSK3B And BTRC:CUL1-mediated-degradation Of NFE2L2 R-HSA-9762114	2/51	2.692148e-02	8.756877e-02	0	0	8.267805e+00	2.988672e+01	UBC;PSMA7
Reactome_2022	Transcriptional Activity Of SMAD2/SMAD3:SMAD4 Heterotrimer R-HSA-2173793	2/51	2.692148e-02	8.756877e-02	0	0	8.267805e+00	2.988672e+01	UBC;YBX1
Reactome_2022	Ubiquitin Mediated Degradation Of Phosphorylated Cdc25A R-HSA-69601	2/51	2.692148e-02	8.756877e-02	0	0	8.267805e+00	2.988672e+01	UBC;PSMA7
Reactome_2022	Ubiquitin-dependent Degradation Of Cyclin D R-HSA-75815	2/51	2.692148e-02	8.756877e-02	0	0	8.267805e+00	2.988672e+01	UBC;PSMA7
Reactome_2022	Vpu Mediated Degradation Of CD4 R-HSA-180534	2/51	2.692148e-02	8.756877e-02	0	0	8.267805e+00	2.988672e+01	UBC;PSMA7
Reactome_2022	Response To Elevated Platelet Cytosolic Ca2+ R-HSA-76005	3/130	2.748601e-02	8.882730e-02	0	0	4.815245e+00	1.730637e+01	HSPA5;PFN1;PPIA
Reactome_2022	Regulation Of Apoptosis R-HSA-169911	2/52	2.790858e-02	8.882730e-02	0	0	8.102041e+00	2.899576e+01	UBC;PSMA7
Reactome_2022	Signaling By Non-Receptor Tyrosine Kinases R-HSA-9006927	2/52	2.790858e-02	8.882730e-02	0	0	8.102041e+00	2.899576e+01	UBC;RHOA
Reactome_2022	Metabolism Of Non-Coding RNA R-HSA-194441	2/52	2.790858e-02	8.882730e-02	0	0	8.102041e+00	2.899576e+01	SNRPD2;SNRPB
Reactome_2022	Vif-mediated Degradation Of APOBEC3G R-HSA-180585	2/53	2.891008e-02	9.085177e-02	0	0	7.942777e+00	2.814575e+01	UBC;PSMA7
Reactome_2022	Negative Regulation Of NOTCH4 Signaling R-HSA-9604323	2/53	2.891008e-02	9.085177e-02	0	0	7.942777e+00	2.814575e+01	UBC;PSMA7
Reactome_2022	APOBEC3G Mediated Resistance To HIV-1 R-HSA-180689	1/6	2.963096e-02	9.085177e-02	0	0	4.019192e+01	1.414328e+02	PPIA
Reactome_2022	Proton-coupled Monocarboxylate Transport R-HSA-433692	1/6	2.963096e-02	9.085177e-02	0	0	4.019192e+01	1.414328e+02	BSG
Reactome_2022	Binding And Entry Of HIV Virion R-HSA-173107	1/6	2.963096e-02	9.085177e-02	0	0	4.019192e+01	1.414328e+02	PPIA
Reactome_2022	Regulation Of RUNX3 Expression And Activity R-HSA-8941858	2/54	2.992584e-02	9.085177e-02	0	0	7.789639e+00	2.733410e+01	UBC;PSMA7
Reactome_2022	SCF-beta-TrCP Mediated Degradation Of Emi1 R-HSA-174113	2/54	2.992584e-02	9.085177e-02	0	0	7.789639e+00	2.733410e+01	UBC;PSMA7
Reactome_2022	Degradation Of AXIN R-HSA-4641257	2/54	2.992584e-02	9.085177e-02	0	0	7.789639e+00	2.733410e+01	UBC;PSMA7
Reactome_2022	FBXL7 Down-Regulates AURKA During Mitotic Entry And In Early Mitosis R-HSA-8854050	2/54	2.992584e-02	9.085177e-02	0	0	7.789639e+00	2.733410e+01	UBC;PSMA7
Reactome_2022	Degradation Of DVL R-HSA-4641258	2/55	3.095567e-02	9.255432e-02	0	0	7.642280e+00	2.655844e+01	UBC;PSMA7
Reactome_2022	Signaling By ALK Fusions And Activated Point Mutants R-HSA-9725370	2/55	3.095567e-02	9.255432e-02	0	0	7.642280e+00	2.655844e+01	NPM1;RPS6
Reactome_2022	Hh Mutants Are Degraded By ERAD R-HSA-5362768	2/55	3.095567e-02	9.255432e-02	0	0	7.642280e+00	2.655844e+01	UBC;PSMA7
Reactome_2022	Deadenylation-dependent mRNA Decay R-HSA-429914	2/56	3.199942e-02	9.471828e-02	0	0	7.500378e+00	2.581658e+01	PABPC1;EIF4B
Reactome_2022	Stabilization Of P53 R-HSA-69541	2/56	3.199942e-02	9.471828e-02	0	0	7.500378e+00	2.581658e+01	UBC;PSMA7
Reactome_2022	Transcriptional Regulation By TP53 R-HSA-3700989	5/354	3.251337e-02	9.576078e-02	0	0	2.948424e+00	1.010161e+01	COX8A;NPM1;UBC;COX6A1;COX6B1
Reactome_2022	Regulated Necrosis R-HSA-5218859	2/57	3.305692e-02	9.687969e-02	0	0	7.363636e+00	2.510650e+01	HSP90AA1;UBC
Reactome_2022	Hh Mutants Abrogate Ligand Secretion R-HSA-5387390	2/58	3.412802e-02	9.832940e-02	0	0	7.231778e+00	2.442632e+01	UBC;PSMA7
Reactome_2022	NIK To Noncanonical NF-kB Signaling R-HSA-5676590	2/58	3.412802e-02	9.832940e-02	0	0	7.231778e+00	2.442632e+01	UBC;PSMA7
Reactome_2022	FLT3 Signaling By CBL Mutants R-HSA-9706377	1/7	3.448425e-02	9.832940e-02	0	0	3.349158e+01	1.127746e+02	UBC
Reactome_2022	Terminal Pathway Of Complement R-HSA-166665	1/7	3.448425e-02	9.832940e-02	0	0	3.349158e+01	1.127746e+02	PSMA7
Reactome_2022	Modulation By Mtb Of Host Immune System R-HSA-9637628	1/7	3.448425e-02	9.832940e-02	0	0	3.349158e+01	1.127746e+02	UBC
Reactome_2022	SCF(Skp2)-mediated Degradation Of P27/P21 R-HSA-187577	2/59	3.521256e-02	9.832940e-02	0	0	7.104547e+00	2.377432e+01	UBC;PSMA7
Reactome_2022	Degradation Of GLI1 By Proteasome R-HSA-5610780	2/59	3.521256e-02	9.832940e-02	0	0	7.104547e+00	2.377432e+01	UBC;PSMA7
Reactome_2022	Degradation Of GLI2 By Proteasome R-HSA-5610783	2/59	3.521256e-02	9.832940e-02	0	0	7.104547e+00	2.377432e+01	UBC;PSMA7
Reactome_2022	GLI3 Is Processed To GLI3R By Proteasome R-HSA-5610785	2/59	3.521256e-02	9.832940e-02	0	0	7.104547e+00	2.377432e+01	UBC;PSMA7
Reactome_2022	Iron Uptake And Transport R-HSA-917937	2/59	3.521256e-02	9.832940e-02	0	0	7.104547e+00	2.377432e+01	UBC;FTL
Reactome_2022	Defective CFTR Causes Cystic Fibrosis R-HSA-5678895	2/60	3.631037e-02	1.004474e-01	0	0	6.981703e+00	2.314890e+01	UBC;PSMA7
Reactome_2022	rRNA Modification In Nucleus And Cytosol R-HSA-6790901	2/60	3.631037e-02	1.004474e-01	0	0	6.981703e+00	2.314890e+01	RPS6;RPS2
Reactome_2022	Dectin-1 Mediated Noncanonical NF-kB Signaling R-HSA-5607761	2/61	3.742130e-02	1.030391e-01	0	0	6.863023e+00	2.254857e+01	UBC;PSMA7
Reactome_2022	Asymmetric Localization Of PCP Proteins R-HSA-4608870	2/62	3.854520e-02	1.043659e-01	0	0	6.748299e+00	2.197195e+01	UBC;PSMA7
Reactome_2022	Platelet Activation, Signaling And Aggregation R-HSA-76002	4/254	3.868885e-02	1.043659e-01	0	0	3.275000e+00	1.065097e+01	HSPA5;PFN1;PPIA;RHOA
Reactome_2022	Axonal Growth Inhibition (RHOA Activation) R-HSA-193634	1/8	3.931350e-02	1.043659e-01	0	0	2.870563e+01	9.289679e+01	RHOA
